Protein.Names,Exo1_92.1_Control_rep1,Exo1_92.1_Control_rep2,Exo2_IBUD_rep1,Exo2_IBUD_rep2,Exo3_Control_rep1,Exo3_Control_rep2,Exo4_IBUD_rep1,Exo4_IBUD_rep2,Exo5_Control_rep1,Exo5_Control_rep2,Exo6_IBUD_rep1,Exo6_IBUD_rep2
TMM43_HUMAN,3.39E+03,7.82E+03,5.79E+03,6.71E+03,2.76E+03,3.74E+03,4.10E+03,5.18E+03,2.77E+03,3.71E+03,4.38E+03,5.01E+03
FSD1_HUMAN,,,,,5.13E+02,2.75E+02,4.44E+02,5.70E+02,,,,4.58E+02
TBCD_HUMAN,7.83E+03,7.41E+03,1.11E+04,8.90E+03,9.54E+03,9.80E+03,9.10E+03,1.14E+04,9.84E+03,1.03E+04,1.07E+04,1.19E+04
FUCO2_HUMAN,4.37E+03,4.73E+03,6.18E+03,6.93E+03,,,2.97E+03,2.52E+03,2.22E+03,2.96E+03,4.06E+03,5.50E+03
HGH1_HUMAN,6.09E+03,5.69E+03,6.29E+03,8.60E+03,3.31E+03,4.04E+03,3.36E+03,3.09E+03,6.58E+03,6.21E+03,6.77E+03,6.95E+03
THTPA_HUMAN,,,,,5.28E+03,4.42E+03,4.95E+03,,6.11E+03,6.59E+03,6.68E+03,6.18E+03
TM243_HUMAN,,,6.29E+03,4.36E+03,2.72E+03,3.56E+03,3.34E+03,4.74E+03,,,,
DOHH_HUMAN,6.40E+03,4.86E+03,4.93E+03,4.77E+03,5.94E+03,5.42E+03,5.32E+03,4.47E+03,5.66E+03,4.23E+03,4.80E+03,5.65E+03
SPON2_HUMAN,4.65E+03,5.87E+03,3.65E+03,5.32E+03,,1.90E+03,1.70E+03,1.82E+03,6.64E+03,5.79E+03,6.41E+03,8.19E+03
TBB6_HUMAN,2.92E+04,2.43E+04,2.68E+04,2.88E+04,2.74E+04,2.59E+04,2.52E+04,2.67E+04,2.14E+04,1.92E+04,2.06E+04,2.15E+04
PAXX_HUMAN,2.86E+03,3.27E+03,3.72E+03,3.19E+03,3.80E+03,5.06E+03,4.25E+03,4.98E+03,2.91E+03,2.48E+03,4.49E+03,4.09E+03
HNRL1_HUMAN,9.64E+03,8.01E+03,1.10E+04,1.07E+04,2.81E+03,3.25E+03,3.57E+03,4.27E+03,3.55E+03,3.81E+03,5.13E+03,4.74E+03
MSTO1_HUMAN,2.85E+03,4.61E+03,4.53E+03,5.87E+03,1.56E+03,1.45E+03,1.87E+03,2.17E+03,2.19E+03,1.99E+03,2.38E+03,2.40E+03
PDC10_HUMAN,1.06E+05,9.68E+04,1.33E+05,1.21E+05,2.19E+05,2.04E+05,2.11E+05,2.16E+05,1.44E+05,1.40E+05,1.38E+05,1.19E+05
CC28B_HUMAN,3.26E+03,2.47E+03,3.60E+03,3.79E+03,3.37E+03,3.85E+03,3.08E+03,4.31E+03,4.60E+03,5.85E+03,4.88E+03,6.45E+03
DERL1_HUMAN,1.22E+04,1.01E+04,1.47E+04,1.58E+04,,3.14E+03,3.52E+03,3.81E+03,8.59E+03,9.02E+03,1.35E+04,1.42E+04
EFHD1_HUMAN,7.08E+03,4.97E+03,7.29E+03,6.91E+03,,,,,2.55E+04,2.73E+04,2.78E+04,3.32E+04
HTAI2_HUMAN,,,,,8.56E+03,9.81E+03,8.91E+03,1.10E+04,,,,
DDX23_HUMAN,8.94E+03,1.04E+04,1.07E+04,9.61E+03,1.19E+04,4.77E+03,5.74E+03,6.47E+03,8.63E+03,7.76E+03,1.24E+04,1.28E+04
BDH2_HUMAN,1.14E+04,1.12E+04,1.37E+04,1.24E+04,5.87E+03,7.40E+03,7.28E+03,7.57E+03,1.32E+04,1.32E+04,1.20E+04,1.39E+04
TRAF4_HUMAN,8.89E+03,7.34E+03,9.51E+03,1.03E+04,4.71E+03,5.31E+03,5.55E+03,6.36E+03,7.98E+03,7.88E+03,8.16E+03,9.42E+03
CA050_HUMAN,,,,,6.00E+02,8.32E+02,7.16E+02,9.23E+02,2.14E+03,1.90E+03,1.16E+03,1.12E+03
MTNA_HUMAN,7.71E+03,8.81E+03,8.57E+03,9.75E+03,9.44E+03,9.29E+03,9.33E+03,1.02E+04,8.91E+03,1.01E+04,9.67E+03,9.12E+03
CCD32_HUMAN,,,,,1.24E+03,1.64E+03,1.37E+03,1.93E+03,,,,
MELPH_HUMAN,5.10E+03,6.45E+03,7.44E+03,7.63E+03,2.08E+04,2.08E+04,2.14E+04,2.66E+04,1.50E+04,1.63E+04,1.61E+04,1.98E+04
MELPH_HUMAN,,,,,1.89E+03,1.71E+03,1.40E+03,2.76E+03,1.18E+03,1.28E+03,1.20E+03,
WDR18_HUMAN,2.54E+04,2.43E+04,3.42E+04,3.43E+04,6.41E+03,6.90E+03,8.74E+03,1.16E+04,7.85E+03,7.10E+03,1.70E+04,2.14E+04
VAMP8_HUMAN,1.43E+04,1.49E+04,1.04E+04,8.35E+03,8.06E+03,7.47E+03,6.50E+03,7.81E+03,7.04E+04,7.36E+04,8.48E+04,9.45E+04
THUM3_HUMAN,5.19E+03,5.47E+03,6.40E+03,6.69E+03,9.07E+03,8.94E+03,9.81E+03,8.15E+03,5.14E+03,5.27E+03,6.07E+03,5.38E+03
MTND_HUMAN,6.29E+03,2.94E+03,2.98E+03,4.25E+03,9.39E+03,1.05E+04,1.02E+04,1.18E+04,5.32E+03,5.90E+03,6.11E+03,6.35E+03
RN126_HUMAN,,,5.72E+03,6.89E+03,6.12E+03,6.38E+03,6.33E+03,6.01E+03,7.75E+03,6.53E+03,6.03E+03,7.33E+03
NTM1A_HUMAN,7.73E+03,9.18E+03,1.24E+04,1.25E+04,6.90E+03,9.11E+03,7.18E+03,7.51E+03,1.80E+04,1.83E+04,1.93E+04,2.29E+04
TBB2B_HUMAN,,,,,,,,,3.05E+03,2.95E+03,4.51E+03,
LST8_HUMAN,1.73E+03,1.11E+03,4.17E+03,2.14E+03,2.44E+03,2.37E+03,1.86E+03,2.50E+03,2.38E+03,2.25E+03,2.38E+03,3.11E+03
ASHWN_HUMAN,,,,,,,,,3.27E+03,,1.70E+03,
TM109_HUMAN,2.98E+04,2.86E+04,3.43E+04,3.56E+04,6.46E+03,6.03E+03,5.99E+03,5.71E+03,4.90E+03,5.16E+03,7.10E+03,8.66E+03
PBDC1_HUMAN,1.82E+04,1.64E+04,1.78E+04,1.77E+04,2.17E+04,2.24E+04,2.04E+04,2.60E+04,2.06E+04,2.34E+04,2.32E+04,2.67E+04
NOC4L_HUMAN,2.93E+03,3.34E+03,3.50E+03,4.95E+03,,8.64E+02,7.73E+02,2.41E+03,1.48E+03,,2.07E+03,3.28E+03
UT14A_HUMAN,2.47E+03,2.54E+03,4.04E+03,2.78E+03,1.22E+03,1.33E+03,1.26E+03,,2.17E+03,1.30E+03,2.82E+03,3.85E+03
DUS23_HUMAN,5.26E+03,8.31E+03,6.71E+03,9.09E+03,3.46E+03,3.81E+03,3.91E+03,3.82E+03,3.76E+03,4.90E+03,3.63E+03,2.82E+03
TMED9_HUMAN,8.37E+04,7.20E+04,8.01E+04,7.14E+04,1.51E+04,1.11E+04,1.92E+04,2.23E+04,2.71E+04,2.61E+04,4.78E+04,5.57E+04
SELO_HUMAN,,,3.07E+02,6.24E+02,4.19E+02,1.00E+03,7.42E+02,6.11E+02,1.15E+03,,1.27E+03,
DPCD_HUMAN,2.46E+03,4.18E+03,4.27E+03,4.31E+03,2.89E+03,4.25E+03,3.71E+03,3.96E+03,3.61E+03,2.89E+03,3.57E+03,4.16E+03
GGACT_HUMAN,1.52E+03,,1.16E+03,1.37E+03,,,,,1.27E+03,1.58E+03,1.97E+03,2.15E+03
GNL3_HUMAN,7.52E+03,8.76E+03,1.01E+04,1.19E+04,2.73E+03,3.99E+03,5.72E+03,6.71E+03,4.94E+03,3.42E+03,7.24E+03,9.08E+03
SPA5L_HUMAN,,9.40E+03,1.39E+04,1.30E+04,,1.95E+04,1.36E+04,1.75E+04,2.66E+04,2.46E+04,1.78E+04,1.96E+04
RIOK2_HUMAN,1.45E+03,2.40E+03,1.32E+03,2.69E+03,5.24E+02,9.22E+02,8.88E+02,1.15E+03,7.83E+02,,9.77E+02,9.39E+02
SARG_HUMAN,,1.66E+03,1.62E+03,8.48E+02,2.89E+02,,,,2.98E+03,3.03E+03,3.83E+03,4.22E+03
KIFC1_HUMAN,1.57E+03,1.75E+03,1.42E+03,2.11E+03,,,,,6.19E+02,,7.34E+02,7.95E+02
IFT27_HUMAN,1.05E+04,1.13E+04,1.19E+04,1.27E+04,3.36E+03,3.39E+03,3.20E+03,4.07E+03,7.58E+03,7.43E+03,7.12E+03,7.44E+03
NUDT9_HUMAN,5.18E+03,6.33E+03,6.25E+03,6.03E+03,5.44E+03,6.03E+03,5.46E+03,5.56E+03,4.74E+03,4.14E+03,4.92E+03,6.04E+03
THIC_HUMAN,9.47E+03,1.03E+04,1.18E+04,1.19E+04,2.80E+04,3.18E+04,2.76E+04,2.88E+04,1.37E+04,1.22E+04,1.30E+04,1.35E+04
RPAP1_HUMAN,1.27E+03,1.97E+03,2.76E+03,3.40E+03,3.13E+03,4.52E+03,4.10E+03,5.53E+03,3.54E+03,4.51E+03,3.79E+03,3.70E+03
SF3B5_HUMAN,2.90E+03,3.76E+03,2.27E+03,2.60E+03,1.24E+03,1.60E+03,2.41E+03,2.97E+03,1.30E+03,1.78E+03,2.87E+03,4.11E+03
CA043_HUMAN,3.19E+03,3.21E+03,3.22E+03,3.96E+03,2.53E+03,2.33E+03,2.06E+03,2.49E+03,3.69E+03,3.52E+03,3.97E+03,3.52E+03
CHID1_HUMAN,1.79E+03,1.92E+03,3.84E+03,3.82E+03,2.60E+03,3.13E+03,2.89E+03,3.40E+03,2.86E+03,1.70E+03,2.65E+03,3.15E+03
GTPB2_HUMAN,3.52E+04,3.65E+04,3.41E+04,3.31E+04,1.84E+04,1.72E+04,1.85E+04,2.03E+04,1.35E+04,1.30E+04,1.44E+04,1.47E+04
LS14B_HUMAN,,,2.65E+03,2.80E+03,,1.94E+03,,2.08E+03,2.08E+03,,1.78E+03,3.31E+03
RBM24_HUMAN,,,,,,,,,,,9.40E+02,9.99E+02
FANCJ_HUMAN,8.05E+02,,,1.40E+03,,1.85E+02,,,,,,
SRBS1_HUMAN,,,,,,,,,3.85E+03,4.50E+03,4.29E+03,4.73E+03
SRBS1_HUMAN,4.48E+03,3.71E+03,3.45E+03,4.39E+03,2.19E+03,2.73E+03,2.49E+03,3.10E+03,2.90E+04,2.90E+04,3.02E+04,3.15E+04
JAM3_HUMAN,3.21E+04,3.19E+04,2.47E+04,2.81E+04,5.44E+04,6.17E+04,5.66E+04,5.63E+04,6.31E+04,5.92E+04,6.30E+04,6.85E+04
LGR4_HUMAN,,,,3.05E+03,7.43E+03,9.08E+03,8.15E+03,1.07E+04,,,2.45E+03,3.80E+03
OSB11_HUMAN,2.76E+03,1.92E+03,2.14E+03,3.23E+03,2.39E+03,1.60E+03,1.90E+03,1.79E+03,,2.16E+03,1.22E+03,
OSB10_HUMAN,,1.61E+03,,1.93E+03,6.24E+03,7.98E+03,6.63E+03,8.26E+03,1.76E+03,1.72E+03,2.43E+03,2.59E+03
RFIP5_HUMAN,4.29E+03,4.18E+03,6.06E+03,5.59E+03,1.42E+04,1.51E+04,1.37E+04,1.62E+04,2.53E+04,2.65E+04,3.45E+04,4.01E+04
TB10A_HUMAN,4.18E+04,4.20E+04,4.07E+04,4.25E+04,6.10E+04,6.57E+04,7.13E+04,7.69E+04,1.62E+05,1.63E+05,1.51E+05,1.65E+05
C1QT3_HUMAN,2.76E+03,6.01E+03,2.41E+03,3.13E+03,4.61E+03,5.27E+03,5.63E+03,4.90E+03,6.35E+04,6.02E+04,1.84E+04,2.24E+04
NAA15_HUMAN,1.38E+04,1.36E+04,1.70E+04,1.63E+04,7.48E+03,8.95E+03,9.38E+03,1.23E+04,8.47E+03,9.38E+03,1.15E+04,1.30E+04
B2L13_HUMAN,,,,1.26E+03,1.26E+03,1.08E+03,1.33E+03,1.22E+03,2.15E+03,2.17E+03,1.76E+03,2.09E+03
ASPN_HUMAN,4.59E+03,3.68E+03,3.43E+03,,3.31E+03,3.19E+03,2.95E+03,2.78E+03,,,3.59E+03,
S12A9_HUMAN,1.40E+04,1.13E+04,2.03E+04,2.02E+04,4.89E+03,4.64E+03,7.51E+03,7.19E+03,7.83E+03,8.51E+03,1.12E+04,1.24E+04
SRRT_HUMAN,1.59E+04,1.91E+04,2.67E+04,2.44E+04,1.05E+04,1.12E+04,1.26E+04,1.66E+04,1.44E+04,1.71E+04,1.24E+04,1.80E+04
TGT_HUMAN,2.32E+03,,3.44E+03,4.01E+03,3.86E+03,4.88E+03,4.20E+03,6.04E+03,4.50E+03,3.55E+03,5.40E+03,4.26E+03
TMM59_HUMAN,6.79E+03,5.78E+03,6.76E+03,6.60E+03,2.99E+03,3.73E+03,4.45E+03,7.08E+03,2.33E+03,2.05E+03,2.23E+03,4.27E+03
AP1M1_HUMAN,1.35E+04,1.45E+04,1.54E+04,1.54E+04,1.54E+04,1.61E+04,1.61E+04,1.92E+04,1.50E+04,1.53E+04,1.51E+04,1.50E+04
S26A6_HUMAN,,,,,,,5.54E+03,5.15E+03,1.22E+04,1.10E+04,1.37E+04,1.02E+04
S26A6_HUMAN,1.97E+04,1.63E+04,1.62E+04,1.65E+04,1.48E+04,1.74E+04,1.62E+04,2.01E+04,4.28E+04,4.49E+04,4.18E+04,4.74E+04
GON7_HUMAN,,,5.43E+02,,9.55E+02,6.73E+02,1.57E+03,,1.10E+03,,,
OSBL1_HUMAN,6.56E+03,9.35E+03,9.73E+03,9.69E+03,6.36E+03,6.76E+03,7.13E+03,9.89E+03,6.77E+03,6.29E+03,7.04E+03,8.14E+03
FACD2_HUMAN,,,,1.91E+03,2.58E+03,9.33E+02,3.22E+03,2.03E+03,1.84E+03,2.67E+03,4.45E+03,3.39E+03
EMIL2_HUMAN,,,,2.91E+03,4.84E+03,5.32E+03,5.95E+03,7.07E+03,,,,
MAK16_HUMAN,6.09E+03,5.94E+03,7.73E+03,9.19E+03,2.03E+03,1.67E+03,2.39E+03,3.15E+03,,1.23E+03,1.84E+03,2.88E+03
SCAPE_HUMAN,,,,3.59E+03,,2.51E+03,,,,,,3.29E+03
ITPA_HUMAN,5.58E+03,8.25E+03,9.81E+03,6.98E+03,7.94E+03,1.00E+04,7.94E+03,1.09E+04,1.24E+04,1.36E+04,1.56E+04,1.91E+04
RTF2_HUMAN,2.00E+03,,,1.10E+03,1.78E+03,2.43E+03,1.93E+03,1.72E+03,1.19E+03,1.20E+03,1.61E+03,2.42E+03
CHM4A_HUMAN,2.65E+04,2.55E+04,3.86E+04,4.40E+04,9.86E+04,1.10E+05,9.92E+04,1.08E+05,1.64E+05,1.70E+05,1.32E+05,1.41E+05
EIF2A_HUMAN,1.66E+04,1.91E+04,2.45E+04,2.42E+04,1.14E+04,1.31E+04,1.26E+04,1.41E+04,8.50E+03,8.65E+03,1.19E+04,1.18E+04
PDIP3_HUMAN,1.17E+03,1.58E+03,1.70E+03,2.34E+03,,5.09E+02,,6.64E+02,7.09E+02,7.19E+02,1.64E+03,1.91E+03
RM20_HUMAN,4.71E+03,,5.54E+03,4.17E+03,,,,,,,5.98E+03,4.86E+03
RM13_HUMAN,,5.26E+03,6.63E+03,8.42E+03,2.38E+03,,3.15E+03,,,4.27E+03,4.74E+03,
RM09_HUMAN,1.80E+03,,1.27E+03,2.96E+03,,,,,8.22E+02,,3.45E+03,3.33E+03
RM04_HUMAN,,1.63E+03,4.37E+03,3.84E+03,,,,,,,4.32E+03,4.69E+03
RM01_HUMAN,,,3.54E+03,,,,,,4.56E+03,,,
MK67I_HUMAN,1.01E+04,7.16E+03,8.34E+03,8.14E+03,1.47E+03,1.46E+03,2.93E+03,2.79E+03,2.63E+03,3.04E+03,5.50E+03,6.33E+03
PAR6G_HUMAN,,,,1.61E+03,7.13E+03,7.27E+03,5.82E+03,6.99E+03,3.27E+03,4.70E+03,4.91E+03,5.56E+03
PAR6B_HUMAN,,,,,,1.31E+03,1.79E+03,1.78E+03,1.78E+03,1.55E+03,1.15E+03,1.27E+03
HYCCI_HUMAN,2.01E+03,4.02E+03,,,3.45E+03,3.66E+03,3.68E+03,3.92E+03,5.89E+03,6.96E+03,7.54E+03,8.92E+03
HYCCI_HUMAN,7.74E+04,7.39E+04,7.21E+04,8.09E+04,4.35E+04,4.61E+04,3.73E+04,4.17E+04,9.15E+04,9.02E+04,9.73E+04,9.82E+04
FGFP2_HUMAN,,,,,3.24E+03,3.48E+03,2.54E+03,2.99E+03,,,,
HELZ2_HUMAN,8.22E+03,7.82E+03,8.27E+03,7.25E+03,1.35E+03,1.62E+03,2.00E+03,1.80E+03,3.09E+03,4.04E+03,6.67E+03,7.05E+03
HOIL1_HUMAN,3.46E+03,2.30E+03,3.48E+03,,8.76E+02,,1.42E+03,2.54E+03,,1.81E+03,1.33E+03,2.31E+03
SRXN1_HUMAN,6.30E+03,3.98E+03,6.34E+03,7.82E+03,9.75E+03,1.09E+04,1.01E+04,1.37E+04,1.29E+04,1.27E+04,1.20E+04,1.65E+04
NEUL_HUMAN,6.54E+03,7.71E+03,7.61E+03,7.96E+03,5.31E+03,5.39E+03,5.26E+03,5.68E+03,5.19E+03,5.30E+03,5.23E+03,5.40E+03
CEP41_HUMAN,3.67E+03,2.33E+04,1.97E+04,2.60E+04,,7.56E+03,2.98E+03,6.93E+03,,6.15E+03,6.18E+03,7.62E+03
LDH6B_HUMAN,9.56E+03,1.81E+04,1.74E+04,1.66E+04,6.55E+04,9.85E+04,1.08E+05,1.52E+05,3.89E+04,5.17E+04,5.45E+04,7.40E+04
PANK2_HUMAN,2.16E+03,2.01E+03,3.13E+03,2.79E+03,2.95E+03,4.19E+03,2.55E+03,2.95E+03,2.74E+03,1.95E+03,1.89E+03,4.13E+03
DOCK9_HUMAN,1.44E+04,1.59E+04,1.24E+04,1.30E+04,3.05E+04,3.29E+04,3.18E+04,3.92E+04,9.04E+03,9.58E+03,9.59E+03,1.13E+04
DOCK9_HUMAN,,,,,5.70E+03,6.30E+03,6.57E+03,5.68E+03,,,,
FRMD8_HUMAN,3.60E+04,3.24E+04,3.39E+04,3.28E+04,6.10E+03,7.43E+03,6.18E+03,7.46E+03,1.80E+04,1.68E+04,2.30E+04,2.18E+04
NUF2_HUMAN,,,,,2.82E+03,3.99E+03,3.04E+03,3.07E+03,2.46E+03,2.70E+03,3.58E+03,3.50E+03
RM37_HUMAN,9.52E+02,,2.41E+03,1.55E+03,,,,,,8.39E+02,,1.23E+03
GTPB4_HUMAN,2.17E+04,2.43E+04,2.36E+04,2.47E+04,6.78E+03,6.42E+03,9.94E+03,1.11E+04,5.90E+03,7.40E+03,1.70E+04,1.81E+04
ASPC1_HUMAN,6.73E+03,6.95E+03,5.93E+03,6.85E+03,5.07E+03,5.37E+03,5.60E+03,6.31E+03,1.09E+04,1.12E+04,1.05E+04,1.44E+04
OSBL8_HUMAN,7.35E+03,9.17E+03,8.35E+03,8.92E+03,3.55E+03,3.14E+03,4.57E+03,4.63E+03,4.54E+03,3.07E+03,3.56E+03,3.60E+03
OSBL6_HUMAN,,2.05E+03,,,1.57E+03,2.22E+03,2.12E+03,2.01E+03,,,,
UACA_HUMAN,1.22E+04,1.37E+04,1.34E+04,1.25E+04,8.59E+03,9.03E+03,9.10E+03,1.01E+04,9.73E+03,1.00E+04,1.01E+04,1.18E+04
RAB34_HUMAN,4.62E+04,4.01E+04,4.30E+04,4.12E+04,4.38E+04,4.38E+04,4.65E+04,4.89E+04,4.43E+04,4.60E+04,4.77E+04,4.45E+04
DPH1_HUMAN,,,,,5.71E+02,8.27E+02,,1.18E+03,,1.23E+03,1.26E+03,2.10E+03
WDR11_HUMAN,1.20E+04,1.18E+04,1.47E+04,1.49E+04,4.83E+03,4.09E+03,5.59E+03,6.57E+03,7.51E+03,8.37E+03,8.45E+03,9.42E+03
REN3B_HUMAN,2.46E+03,2.95E+03,3.17E+03,3.26E+03,4.58E+03,4.30E+03,3.80E+03,4.77E+03,4.24E+03,4.82E+03,6.03E+03,6.56E+03
CRNL1_HUMAN,8.64E+03,8.43E+03,1.05E+04,9.37E+03,2.72E+03,,1.62E+03,2.49E+03,2.14E+03,2.30E+03,3.78E+03,3.73E+03
NACP4_HUMAN,,3.55E+03,3.72E+03,,,7.30E+03,,,8.89E+03,7.87E+03,,4.31E+03
TBL1R_HUMAN,5.35E+03,7.10E+03,6.77E+03,7.40E+03,5.29E+03,6.18E+03,6.46E+03,6.80E+03,3.13E+03,4.24E+03,4.61E+03,4.15E+03
UBL5_HUMAN,1.05E+04,1.86E+04,2.15E+04,2.13E+04,1.65E+04,1.89E+04,1.36E+04,1.49E+04,1.63E+04,1.73E+04,1.71E+04,1.47E+04
PP12C_HUMAN,2.18E+03,,,2.25E+03,,1.23E+03,1.26E+03,,1.66E+03,1.78E+03,2.22E+03,2.39E+03
PP12C_HUMAN,1.01E+04,8.38E+03,9.77E+03,1.08E+04,4.09E+03,5.25E+03,4.81E+03,5.98E+03,5.04E+03,6.05E+03,6.18E+03,7.32E+03
KPCD2_HUMAN,2.04E+03,2.13E+03,1.57E+03,1.11E+03,5.26E+02,3.70E+02,,,7.09E+02,1.51E+03,1.29E+03,1.91E+03
SHP1L_HUMAN,,,1.97E+03,,,,,,2.64E+03,,2.79E+03,
NIBA1_HUMAN,,1.56E+04,1.43E+04,,1.89E+04,2.02E+04,1.77E+04,1.89E+04,5.16E+04,5.35E+04,5.57E+04,6.28E+04
UBXN6_HUMAN,1.46E+04,1.82E+04,1.96E+04,1.77E+04,2.53E+04,2.97E+04,3.16E+04,3.59E+04,4.51E+04,4.68E+04,4.20E+04,4.73E+04
UCK2_HUMAN,1.74E+04,1.53E+04,1.92E+04,2.09E+04,1.13E+04,1.20E+04,1.11E+04,1.67E+04,6.45E+03,7.48E+03,9.01E+03,9.83E+03
API5_HUMAN,6.91E+03,5.73E+03,8.58E+03,7.64E+03,5.86E+03,6.60E+03,7.89E+03,8.81E+03,3.28E+03,4.81E+03,4.92E+03,3.35E+03
SPY4_HUMAN,8.37E+04,8.75E+04,9.64E+04,9.42E+04,1.70E+05,1.89E+05,1.63E+05,1.90E+05,7.89E+04,8.29E+04,9.74E+04,1.08E+05
DPY30_HUMAN,1.75E+04,8.91E+03,7.50E+03,2.09E+04,6.29E+03,1.00E+04,9.57E+03,1.77E+04,1.62E+04,2.91E+04,2.39E+04,2.95E+04
TRIM2_HUMAN,,,,,6.22E+03,7.32E+03,6.16E+03,7.40E+03,3.56E+03,2.62E+03,2.72E+03,3.34E+03
K1C23_HUMAN,8.58E+03,8.43E+03,5.12E+03,5.03E+03,1.22E+03,2.72E+03,,1.73E+03,,,2.02E+03,
LRCC1_HUMAN,2.93E+04,3.78E+04,3.30E+04,2.97E+04,1.03E+04,1.45E+04,2.03E+04,2.05E+04,2.18E+04,2.28E+04,3.41E+04,1.99E+04
CNTP4_HUMAN,5.24E+04,4.58E+04,5.25E+04,4.38E+04,3.29E+04,,,5.25E+03,,,3.97E+03,1.78E+03
ZDHC5_HUMAN,6.97E+04,6.84E+04,6.97E+04,6.99E+04,5.09E+04,5.28E+04,4.77E+04,5.28E+04,5.01E+04,5.07E+04,5.51E+04,6.22E+04
TB182_HUMAN,7.20E+03,7.00E+03,8.02E+03,8.48E+03,5.10E+03,6.04E+03,5.11E+03,5.86E+03,8.38E+03,9.07E+03,1.24E+04,1.41E+04
SEM4C_HUMAN,1.09E+04,9.09E+03,9.69E+03,1.20E+04,7.81E+03,8.61E+03,1.02E+04,1.14E+04,1.19E+04,1.12E+04,1.67E+04,1.73E+04
UBE2O_HUMAN,1.22E+04,8.95E+03,1.05E+04,1.05E+04,7.45E+03,7.54E+03,7.72E+03,8.37E+03,6.45E+03,8.23E+03,7.83E+03,9.07E+03
PHAR1_HUMAN,,,4.19E+03,3.33E+03,2.44E+03,2.44E+03,2.24E+03,3.52E+03,,1.08E+03,1.96E+03,1.95E+03
TANC1_HUMAN,1.04E+04,9.53E+03,8.48E+03,1.06E+04,9.66E+03,1.09E+04,1.04E+04,1.10E+04,1.39E+04,1.39E+04,1.71E+04,1.88E+04
EPT1_HUMAN,1.60E+04,1.73E+04,1.89E+04,2.17E+04,2.67E+03,2.84E+03,4.66E+03,6.22E+03,5.50E+03,5.58E+03,9.79E+03,9.71E+03
XPO4_HUMAN,5.42E+03,6.00E+03,4.92E+03,6.88E+03,4.14E+03,4.68E+03,4.13E+03,5.13E+03,3.86E+03,3.68E+03,3.54E+03,4.36E+03
LNP_HUMAN,1.09E+04,1.11E+04,1.10E+04,1.05E+04,4.57E+03,4.33E+03,5.31E+03,4.94E+03,5.96E+03,6.09E+03,7.12E+03,6.90E+03
TTYH3_HUMAN,,,,,6.70E+02,,,,1.68E+03,1.59E+03,2.97E+03,3.55E+03
TTYH3_HUMAN,1.89E+05,1.95E+05,2.27E+05,2.60E+05,7.70E+04,8.77E+04,7.59E+04,8.87E+04,3.95E+05,3.88E+05,4.57E+05,4.71E+05
RHG39_HUMAN,9.15E+03,9.79E+03,9.28E+03,9.34E+03,4.45E+03,4.58E+03,4.62E+03,5.26E+03,1.45E+04,1.52E+04,1.84E+04,2.25E+04
MTMRC_HUMAN,4.87E+03,4.46E+03,4.54E+03,4.19E+03,5.96E+03,6.93E+03,6.06E+03,7.63E+03,3.24E+03,3.91E+03,4.62E+03,5.36E+03
CCSE1_HUMAN,5.07E+03,4.94E+03,4.43E+03,3.65E+03,,,,,,1.71E+03,1.78E+03,2.15E+03
S39A8_HUMAN,6.09E+03,4.04E+03,5.30E+03,3.40E+03,3.07E+03,3.62E+03,1.99E+03,2.45E+03,2.20E+03,2.54E+03,2.68E+03,3.71E+03
STRAB_HUMAN,2.78E+03,2.91E+03,,2.71E+03,2.35E+03,3.08E+03,2.83E+03,4.37E+03,2.80E+03,3.92E+03,3.86E+03,6.59E+03
WDR12_HUMAN,,2.42E+03,2.47E+03,3.04E+03,1.27E+03,2.86E+03,2.16E+03,3.95E+03,2.71E+03,2.60E+03,2.91E+03,2.94E+03
TINAL_HUMAN,,,,,3.78E+03,3.34E+03,5.78E+03,7.14E+03,,,,
NDEL1_HUMAN,,,,4.06E+03,,2.15E+03,,,3.27E+03,3.50E+03,3.48E+03,3.85E+03
CT027_HUMAN,6.52E+03,5.42E+03,7.60E+03,6.48E+03,7.09E+03,7.50E+03,7.61E+03,9.20E+03,6.12E+03,6.09E+03,6.48E+03,8.15E+03
PITH1_HUMAN,6.81E+03,7.54E+03,7.17E+03,6.44E+03,8.26E+03,9.35E+03,9.13E+03,9.59E+03,3.55E+03,4.09E+03,4.41E+03,4.58E+03
COMD5_HUMAN,4.28E+03,5.73E+03,8.13E+03,6.33E+03,2.47E+03,2.71E+03,3.26E+03,3.13E+03,2.79E+03,3.18E+03,2.70E+03,3.69E+03
DDX24_HUMAN,1.44E+04,1.02E+04,1.19E+04,1.14E+04,3.63E+03,5.87E+03,3.17E+03,6.05E+03,6.85E+03,7.36E+03,1.49E+04,2.13E+04
WDR61_HUMAN,1.21E+04,1.15E+04,1.56E+04,1.58E+04,1.04E+04,9.91E+03,1.20E+04,1.32E+04,6.22E+03,6.89E+03,7.55E+03,8.39E+03
NIF3L_HUMAN,3.29E+03,4.08E+03,6.56E+03,8.58E+03,1.30E+04,1.40E+04,1.63E+04,1.78E+04,1.55E+04,1.53E+04,1.55E+04,1.52E+04
EGLN1_HUMAN,4.71E+03,6.37E+03,4.48E+03,3.61E+03,3.56E+03,3.04E+03,2.62E+03,4.10E+03,3.84E+03,4.62E+03,5.40E+03,7.22E+03
